Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054276737555107465,0.06225868272628654,0.054276737555107465,0.05959762632846832,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05959762243783535,0.06279076750453577,0.05959762243783535,0.061725977808237076,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.061725962033042016,0.06332284016382982,0.061725962033042016,0.06279075145721436,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06279073505567281,0.06332282362330165,0.06066176877437594,0.061193857342004776,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06119387203134557,0.061725960726700134,0.05959760594528188,0.060129694640636444,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06012970005456514,0.06012970005456514,0.058001345081515096,0.0585334338247776,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853343556075795,0.05959761307884427,0.05587299176554215,0.056937169283628464,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05693719789888609,0.05693719789888609,0.05480884179305319,0.055340930819511414,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.055340908447583534,0.05640508607029915,0.05480881963622573,0.05640508607029915,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05640508785223626,0.058533443164906024,0.055872999024068816,0.058001354336738586,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05800131404400928,0.059065490961074836,0.05800131404400928,0.05906549096107483,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906552256804012,0.05906552256804012,0.05746925633825259,0.0585334338247776,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.058533443164906024,0.058533443164906024,0.058001354336738586,0.058001354336738586,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.058001345081515096,0.05959761131130263,0.058001345081515096,0.0585334338247776,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.059065490961074836,0.060661756336673166,0.059065490961074836,0.05906549096107483,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.059065490961074836,0.05959757941960761,0.059065490961074836,0.05906549096107483,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05906553199307347,0.05959762082124091,0.0569371766804037,0.058001354336738586,16560000,0.0,0.0
1986-04-08 00:00:00-05:00,0.058001345081515096,0.05959761131130263,0.058001345081515096,0.0585334338247776,10252800,0.0,0.0
1986-04-09 00:00:00-05:00,0.05853344857379616,0.060129715205804415,0.05853344857379616,0.05959762632846832,12153600,0.0,0.0
1986-04-10 00:00:00-05:00,0.05959760594528188,0.060661783335991,0.058533428554572754,0.060129694640636444,13881600,0.0,0.0
1986-04-11 00:00:00-05:00,0.06066176877437594,0.06225864648804399,0.06066176877437594,0.061193857342004776,17222400,0.0,0.0
1986-04-14 00:00:00-05:00,0.06119388896563664,0.06225867866193534,0.06119388896563664,0.061725977808237076,12153600,0.0,0.0
1986-04-15 00:00:00-05:00,0.061725977808237076,0.061725977808237076,0.05959762243783535,0.061725977808237076,9302400,0.0,0.0
1986-04-16 00:00:00-05:00,0.061725965817115855,0.06438702152426903,0.06119387707788101,0.06385493278503418,31910400,0.0,0.0
1986-04-17 00:00:00-05:00,0.0638549199157846,0.0643870085477829,0.0638549199157846,0.0643870085477829,22003200,0.0,0.0
1986-04-18 00:00:00-05:00,0.06438702325813861,0.06438702325813861,0.061725967479326224,0.06225866824388504,21628800,0.0,0.0
1986-04-21 00:00:00-05:00,0.06225866824388504,0.06279075699744843,0.06066178997219943,0.06225866824388504,22924800,0.0,0.0
1986-04-22 00:00:00-05:00,0.06225864648804399,0.06225864648804399,0.06119385734200477,0.061193857342004776,15552000,0.0,0.0
1986-04-23 00:00:00-05:00,0.061193864368510015,0.06172595299723522,0.060661775739784804,0.06145990639925003,15609600,0.0,0.0
1986-04-24 00:00:00-05:00,0.06145989753710066,0.06864370728350302,0.0611938555447223,0.06757953017950058,62352000,0.0,0.0
1986-04-25 00:00:00-05:00,0.06811162667839621,0.07476334864888412,0.06811162667839621,0.07183685898780823,85795200,0.0,0.0
1986-04-28 00:00:00-04:00,0.07183685362676384,0.07290103077551123,0.07130415304160083,0.07236894220113754,28886400,0.0,0.0
1986-04-29 00:00:00-04:00,0.07236898074350492,0.07236898074350492,0.06970792444361824,0.07024001330137253,30326400,0.0,0.0
1986-04-30 00:00:00-04:00,0.07023998488538537,0.07077207352788015,0.06704745303041665,0.068643718957901,30902400,0.0,0.0
1986-05-01 00:00:00-04:00,0.06864370728350302,0.06864370728350302,0.06651535307549812,0.06757953017950058,54345600,0.0,0.0
1986-05-02 00:00:00-04:00,0.06757953017950058,0.06864370728350302,0.06704744162749934,0.06757953017950058,20246400,0.0,0.0
1986-05-05 00:00:00-04:00,0.0675795430702486,0.0675795430702486,0.06704745441675186,0.06704745441675186,3254400,0.0,0.0
1986-05-06 00:00:00-04:00,0.06757953017950058,0.06864370728350302,0.06757953017950058,0.06757953017950058,9734400,0.0,0.0
1986-05-07 00:00:00-04:00,0.06757953017950058,0.0681116187315018,0.06651535307549812,0.06757953017950058,5155200,0.0,0.0
1986-05-08 00:00:00-04:00,0.06757955445204082,0.06811164319515228,0.06704746570892935,0.06811164319515228,3542400,0.0,0.0
1986-05-09 00:00:00-04:00,0.0681116187315018,0.0681116187315018,0.06757953017950058,0.06757953017950058,6076800,0.0,0.0
1986-05-12 00:00:00-04:00,0.06757955445204082,0.06970790942448671,0.06757955445204082,0.06811164319515228,10483200,0.0,0.0
1986-05-13 00:00:00-04:00,0.06811163031540622,0.0691758076003958,0.06811163031540622,0.068643718957901,3830400,0.0,0.0
1986-05-14 00:00:00-04:00,0.06864373193826376,0.06864373193826376,0.06811164319515228,0.06811164319515228,9302400,0.0,0.0
1986-05-15 00:00:00-04:00,0.06811164319515228,0.06917582068137523,0.06811164319515228,0.06811164319515228,3801600,0.0,0.0
1986-05-16 00:00:00-04:00,0.06811163031540622,0.07023998488538537,0.06811163031540622,0.068643718957901,11952000,0.0,0.0
1986-05-19 00:00:00-04:00,0.06864370728350302,0.06864370728350302,0.06704744162749934,0.06757953017950058,11001600,0.0,0.0
1986-05-20 00:00:00-04:00,0.0675795430702486,0.0675795430702486,0.06651536576325512,0.06704745441675186,61977600,0.0,0.0
1986-05-21 00:00:00-04:00,0.06704748818479495,0.06757957710627491,0.06598331034183502,0.06598331034183502,8092800,0.0,0.0
1986-05-22 00:00:00-04:00,0.06598331034183502,0.06651539926331498,0.06598331034183502,0.06598331034183502,4406400,0.0,0.0
1986-05-23 00:00:00-04:00,0.06598331034183502,0.06704748818479495,0.06598331034183502,0.06598331034183502,4089600,0.0,0.0
1986-05-27 00:00:00-04:00,0.0659832882227064,0.06811164319515228,0.0659832882227064,0.06811164319515228,13881600,0.0,0.0
1986-05-28 00:00:00-04:00,0.06811165787035538,0.07024001330137253,0.06811165787035538,0.07024001330137253,15523200,0.0,0.0
1986-05-29 00:00:00-04:00,0.07023998113472595,0.07290103621597309,0.06970789252064351,0.07183685898780823,45676800,0.0,0.0
1986-05-30 00:00:00-04:00,0.07236897203365651,0.07556150479595021,0.07236897203365651,0.07449732720851898,27072000,0.0,0.0
1986-06-02 00:00:00-04:00,0.07449729649863233,0.07449729649863233,0.07236894220113754,0.07236894220113754,19728000,0.0,0.0
1986-06-03 00:00:00-04:00,0.07236894220113754,0.07236894220113754,0.07130415304160083,0.07236894220113754,5011200,0.0,0.0
1986-06-04 00:00:00-04:00,0.07236894760189065,0.07290103621597309,0.07130415836289081,0.07183685898780823,4723200,0.0,0.0
1986-06-05 00:00:00-04:00,0.07183685568579792,0.07290103286504745,0.0713041550853663,0.07290103286504745,13708800,0.0,0.0
1986-06-06 00:00:00-04:00,0.07290103286504745,0.07290103286504745,0.07183685568579792,0.07290103286504745,3427200,0.0,0.0
1986-06-09 00:00:00-04:00,0.07290105992049513,0.07290105992049513,0.06970791518688202,0.06970791518688202,12672000,0.0,0.0
1986-06-10 00:00:00-04:00,0.06970791518688202,0.06970791518688202,0.06864373761268898,0.06970791518688202,3427200,0.0,0.0
1986-06-11 00:00:00-04:00,0.06970791518688202,0.06970791518688202,0.06864373761268898,0.06970791518688202,2304000,0.0,0.0
1986-06-12 00:00:00-04:00,0.06970789768423558,0.06970789768423558,0.06651536576325512,0.06704745441675186,13708800,0.0,0.0
1986-06-13 00:00:00-04:00,0.06704745441675186,0.0675795430702486,0.06651536576325512,0.06704745441675186,7891200,0.0,0.0
1986-06-16 00:00:00-04:00,0.06704746741061923,0.06757955616723531,0.06598328989738705,0.06651537865400314,9590400,0.0,0.0
1986-06-17 00:00:00-04:00,0.06704744162749934,0.06864370728350302,0.06704744162749934,0.06757953017950058,13075200,0.0,0.0
1986-06-18 00:00:00-04:00,0.0675795430702486,0.0675795430702486,0.06598327710975838,0.06704745441675186,4348800,0.0,0.0
1986-06-19 00:00:00-04:00,0.06704746741061923,0.06757955616723531,0.06598328989738705,0.06651537865400314,8467200,0.0,0.0
1986-06-20 00:00:00-04:00,0.0665153476457307,0.06704743615429658,0.0665153476457307,0.06678139418363571,3801600,0.0,0.0
1986-06-23 00:00:00-04:00,0.06678139963512099,0.06757953017950058,0.06545117597149568,0.06757953017950058,46195200,0.0,0.0
1986-06-24 00:00:00-04:00,0.0675795430702486,0.06811163172374535,0.06651536576325512,0.06704745441675186,14572800,0.0,0.0
1986-06-25 00:00:00-04:00,0.06704748818479495,0.06757957710627491,0.06598331034183502,0.06598331034183502,15235200,0.0,0.0
1986-06-26 00:00:00-04:00,0.06598328774197357,0.06651537648120842,0.06385493278503418,0.06385493278503418,19152000,0.0,0.0
1986-06-27 00:00:00-04:00,0.06385492333100018,0.0643870119914567,0.06279074601008715,0.06332283467054367,10396800,0.0,0.0
1986-06-30 00:00:00-04:00,0.06332284963206364,0.06704747113528912,0.06279076084588858,0.06545120477676392,62352000,0.0,0.0
1986-07-01 00:00:00-04:00,0.06545120477676392,0.06545120477676392,0.06491911599058885,0.06545120477676392,47577600,0.0,0.0
1986-07-02 00:00:00-04:00,0.06545120477676392,0.06545120477676392,0.06491911599058885,0.06545120477676392,52617600,0.0,0.0
1986-07-03 00:00:00-04:00,0.06598328989738705,0.06704746741061923,0.06598328989738705,0.06651537865400314,14140800,0.0,0.0
1986-07-07 00:00:00-04:00,0.06651537648120842,0.06651537648120842,0.06385493278503418,0.06385493278503418,14054400,0.0,0.0
1986-07-08 00:00:00-04:00,0.06385493450457522,0.06385493450457522,0.061725967479326224,0.06225866824388504,14256000,0.0,0.0
1986-07-09 00:00:00-04:00,0.06225868272628654,0.06225868272628654,0.059065537451132244,0.05959762632846832,46137600,0.0,0.0
1986-07-10 00:00:00-04:00,0.05959762082124091,0.06012970964940835,0.05534091019590137,0.058001354336738586,46886400,0.0,0.0
1986-07-11 00:00:00-04:00,0.05800135969646007,0.0606618040831405,0.05800135969646007,0.05959762632846832,17395200,0.0,0.0
1986-07-14 00:00:00-04:00,0.058001366655049506,0.06012972241973876,0.058001366655049506,0.05879949778318405,28598400,0.0,0.0
1986-07-15 00:00:00-04:00,0.058799490728840546,0.0606618040831405,0.05800135969646007,0.05959762632846832,13190400,0.0,0.0
1986-07-16 00:00:00-04:00,0.060129711280435774,0.061725977808237076,0.060129711280435774,0.061725977808237076,9360000,0.0,0.0
1986-07-17 00:00:00-04:00,0.061725962033042016,0.06279075145721436,0.061193873326426555,0.06279075145721436,6940800,0.0,0.0
1986-07-18 00:00:00-04:00,0.06279074601008715,0.06385492333100018,0.06119386801782928,0.06332283467054367,12326400,0.0,0.0
1986-07-21 00:00:00-04:00,0.06332283467054367,0.0643870119914567,0.06332283467054367,0.06332283467054367,3513600,0.0,0.0
1986-07-22 00:00:00-04:00,0.06332284963206364,0.06545120477676392,0.06332284963206364,0.06545120477676392,10512000,0.0,0.0
1986-07-23 00:00:00-04:00,0.06545119900273873,0.06651537648120842,0.06385493278503418,0.06385493278503418,20793600,0.0,0.0
1986-07-24 00:00:00-04:00,0.0649191324988751,0.06704748818479495,0.0649191324988751,0.06598331034183502,14140800,0.0,0.0
1986-07-25 00:00:00-04:00,0.06598328989738705,0.06704746741061923,0.06598328989738705,0.06651537865400314,20448000,0.0,0.0
1986-07-28 00:00:00-04:00,0.06651538805898795,0.06651538805898795,0.0649191215634346,0.0649191215634346,11808000,0.0,0.0
1986-07-29 00:00:00-04:00,0.06491910065191321,0.06545118931236973,0.06225865734963064,0.06332283467054367,14054400,0.0,0.0
1986-07-30 00:00:00-04:00,0.06332282362330165,0.06332282362330165,0.05906550307148945,0.061193857342004776,26409600,0.0,0.0
1986-07-31 00:00:00-04:00,0.061193866501235296,0.061725955148504826,0.06066177785396576,0.06066177785396576,15638400,0.0,0.0
1986-08-01 00:00:00-04:00,0.060661783335991,0.06119387203134557,0.05959760594528188,0.060129694640636444,12902400,0.0,0.0
1986-08-04 00:00:00-04:00,0.060129694640636444,0.060129694640636444,0.058533428554572754,0.060129694640636444,12441600,0.0,0.0
1986-08-05 00:00:00-04:00,0.060129715205804415,0.0606618040831405,0.05959762632846833,0.05959762632846832,2822400,0.0,0.0
1986-08-06 00:00:00-04:00,0.05959757941960761,0.06012966787814039,0.05800131404400928,0.05906549096107483,18316800,0.0,0.0
1986-08-07 00:00:00-04:00,0.05906552256804012,0.05959761131130263,0.058001345081515096,0.0585334338247776,3657600,0.0,0.0
1986-08-08 00:00:00-04:00,0.058533402502542055,0.06012966787814039,0.058533402502542055,0.05906549096107483,4147200,0.0,0.0
1986-08-11 00:00:00-04:00,0.06012968020674711,0.0617259459096336,0.06012968020674711,0.061193857342004776,7948800,0.0,0.0
1986-08-12 00:00:00-04:00,0.061193873326426555,0.06279075145721436,0.061193873326426555,0.06279075145721436,9993600,0.0,0.0
1986-08-13 00:00:00-04:00,0.06279074601008715,0.06332283467054367,0.06225865734963064,0.06332283467054367,6883200,0.0,0.0
1986-08-14 00:00:00-04:00,0.06332285506788125,0.06545121039528572,0.06332285506788125,0.0649191215634346,20131200,0.0,0.0
1986-08-15 00:00:00-04:00,0.06491909794090683,0.06545118657914346,0.06438700930267022,0.06518514454364777,6105600,0.0,0.0
1986-08-18 00:00:00-04:00,0.06518514377940293,0.06545118581177949,0.0643870085477829,0.0643870085477829,12787200,0.0,0.0
1986-08-19 00:00:00-04:00,0.0643870085477829,0.06465305514740464,0.06332283128378631,0.0643870085477829,20390400,0.0,0.0
1986-08-20 00:00:00-04:00,0.06438702152426903,0.06438702152426903,0.06385493278503418,0.06385493278503418,20764800,0.0,0.0
1986-08-21 00:00:00-04:00,0.06385493278503418,0.06491911026350387,0.06385493278503418,0.06385493278503418,49536000,0.0,0.0
1986-08-22 00:00:00-04:00,0.06385492887044528,0.06438701757706074,0.061725962033042016,0.06279075145721436,5760000,0.0,0.0
1986-08-25 00:00:00-04:00,0.06279075145721436,0.06279075145721436,0.061725962033042016,0.06279075145721436,2419200,0.0,0.0
1986-08-26 00:00:00-04:00,0.06279075699744843,0.06279075699744843,0.06225866824388504,0.06225866824388504,10857600,0.0,0.0
1986-08-27 00:00:00-04:00,0.06225866824388504,0.06279075699744843,0.061725967479326224,0.06225866824388504,9532800,0.0,0.0
1986-08-28 00:00:00-04:00,0.06225866824388504,0.06279075699744843,0.06225866824388504,0.06225866824388504,3427200,0.0,0.0
1986-08-29 00:00:00-04:00,0.06225865580664752,0.06279074445391705,0.05959760055942669,0.06066177785396576,25430400,0.0,0.0
1986-09-02 00:00:00-04:00,0.060661756336673166,0.060661756336673166,0.05826735598965382,0.05906549096107483,5212800,0.0,0.0
1986-09-03 00:00:00-04:00,0.05853344508944325,0.05853344508944325,0.05587300086113256,0.05746926739811897,18316800,0.0,0.0
1986-09-04 00:00:00-04:00,0.05853343495794586,0.06225866824388504,0.05853343495794586,0.06225866824388504,39427200,0.0,0.0
